Make,Number.of.Engines,Weather.Condition,Broad.phase.of.flight,total_passengers,injury_rate,is_destroyed,Make_Model
Boeing,2,VMC,,142.0,0.0,,Boeing — 737-7H4
Aeronca,1,VMC,,2.0,0.0,0.0,Aeronca — 7AC
Beech,1,IMC,,3.0,1.0,0.0,Beech — 35
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA-22-150
Beech,1,VMC,,2.0,0.0,0.0,Beech — 35-C33
Beech,1,VMC,,2.0,0.0,0.0,Beech — V35B
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA-28-140
Beech,2,VMC,,8.0,1.0,1.0,Beech — 300
Diamond Aircraft Ind Inc,1,VMC,,2.0,0.5,0.0,Diamond Aircraft Ind Inc — DA 20-C1
Mooney,1,VMC,,1.0,0.0,0.0,Mooney — M20J
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA46
Rockwell International,2,IMC,,5.0,0.0,0.0,Rockwell International — 690C
Cessna,1,VMC,,3.0,1.0,0.0,Cessna — 172S
Mooney,1,VMC,,2.0,0.0,0.0,Mooney — M20J
Piper,1,VMC,,2.0,0.0,0.0,Piper — PA-28-180
Cessna,1,VMC,,3.0,0.3333333333333333,0.0,Cessna — 172P
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 172R
Cessna,1,VMC,,3.0,0.0,0.0,Cessna — 172P
Cessna,2,VMC,,2.0,0.0,0.0,Cessna — T337B
Piper,1,VMC,,4.0,1.0,0.0,Piper — PA-32R-300
Stinson,1,VMC,,2.0,0.0,0.0,Stinson — 108-1
Boeing,,,,383.0,0.0,,Boeing — 747 - 400
Piper,1,VMC,,1.0,1.0,0.0,Piper — PA-22-150
Cessna,2,VMC,,3.0,0.0,0.0,Cessna — 441
Beech,2,VMC,,2.0,0.5,0.0,Beech — E-55
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 172S
Piper,1,VMC,,1.0,1.0,0.0,Piper — PA-28-161
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 180
Piper,1,VMC,,2.0,1.0,0.0,Piper — PA-18
Cessna,1,VMC,,7.0,0.0,0.0,Cessna — 210-5
Boeing,,,,0.0,,0.0,Boeing — 777 - 206
Beech,2,VMC,,1.0,1.0,0.0,Beech — 58
Cessna,1,VMC,,7.0,0.0,0.0,Cessna — U206B
Air Tractor,1,VMC,,1.0,0.0,0.0,Air Tractor — AT-402A
Piper,2,VMC,,1.0,0.0,0.0,Piper — PA-60-602P
Luscombe,1,VMC,,1.0,0.0,0.0,Luscombe — 8A
Piper,1,VMC,,2.0,0.0,0.0,Piper — PA-28R-200
Cessna,1,VMC,,1.0,1.0,0.0,Cessna — 172
Grumman,1,VMC,,1.0,1.0,0.0,Grumman — F8F-1
Piper,2,VMC,,1.0,0.0,0.0,Piper — PA-34-200T
Cessna,1,VMC,,4.0,0.0,0.0,Cessna — LC41-550FG
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 172M
Cessna,1,VMC,,1.0,1.0,0.0,Cessna — T182
Bombardier Inc,2,VMC,,35.0,0.0,0.0,Bombardier Inc — DHC-8-402
Luscombe,1,VMC,,2.0,0.5,0.0,Luscombe — 8E
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 150H
Cessna,1,VMC,,4.0,0.0,0.0,Cessna — 210H
Piper,1,VMC,,2.0,1.0,0.0,Piper — PA-28-181
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 172S
Air Tractor,1,VMC,,1.0,0.0,0.0,Air Tractor — AT-602
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 152
Piper,1,VMC,,2.0,1.0,0.0,Piper — PA-28-151
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 172S
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA-28-180
Ayres,1,,,1.0,1.0,0.0,Ayres — S2R
Cessna,2,VMC,,1.0,1.0,1.0,Cessna — 320D
Piper,1,VMC,,2.0,0.5,0.0,Piper — PA-18A
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 172S
Piper,1,VMC,,2.0,0.5,0.0,Piper — PA-28-140
Piper,1,VMC,,2.0,0.0,0.0,Piper — J3C-65
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA-20
Boeing,,,,0.0,,0.0,Boeing — 737 - 800
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 150M
Mooney,1,VMC,,2.0,1.0,0.0,Mooney — M20B
Piper,1,VMC,,3.0,0.0,0.0,Piper — PA-22-150
Cessna,1,VMC,,3.0,0.0,0.0,Cessna — 180F
Luscombe,1,VMC,,2.0,0.0,0.0,Luscombe — 8E
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 182G
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 180J
Rockwell International,1,VMC,,1.0,0.0,0.0,Rockwell International — S-2R
Cessna,2,VMC,,1.0,1.0,0.0,Cessna — 421C
Mooney,1,VMC,,3.0,0.0,0.0,Mooney — M20F
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 172R
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 210
Boeing,2,,,127.0,1.0,1.0,Boeing — 737
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA-18-150
Raytheon Aircraft Company,1,VMC,,2.0,1.0,0.0,Raytheon Aircraft Company — A36
Beech,2,VMC,,1.0,1.0,0.0,Beech — C90
Cessna,,,,2.0,1.0,1.0,Cessna — T206H
Cirrus,1,IMC,,1.0,1.0,0.0,Cirrus — SR22
Boeing,2,,,171.0,0.0,0.0,Boeing — 737
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 150F
Beech,1,VMC,,1.0,1.0,0.0,Beech — P35
Cessna,1,VMC,,1.0,1.0,0.0,Cessna — 182J
Cessna,1,VMC,,2.0,0.5,0.0,Cessna — 150H
Beech,2,VMC,,1.0,0.0,0.0,Beech — 58
Cessna,1,VMC,,3.0,1.0,0.0,Cessna — A185F
Beech,1,VMC,,1.0,0.0,0.0,Beech — A36
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 172S
Cessna,2,VMC,,3.0,0.0,0.0,Cessna — 560XL
Bellanca,1,VMC,,1.0,0.0,0.0,Bellanca — 17-30A
Cirrus,1,VMC,,1.0,1.0,0.0,Cirrus — SR22
Aviat Aircraft Inc,1,VMC,,2.0,0.5,0.0,Aviat Aircraft Inc — A-1B
Cessna,1,VMC,,3.0,0.6666666666666666,0.0,Cessna — 210
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 172D
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA-18-150
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA-28-161
Piper,1,,,6.0,1.0,1.0,Piper — PA32R
Piper,1,VMC,,2.0,0.0,0.0,Piper — PA-18
Piper,1,VMC,,2.0,0.0,0.0,Piper — PA-18-150
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA-18-150
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 195B
Cessna,1,,,1.0,1.0,0.0,Cessna — 150
Piper,1,VMC,,1.0,1.0,0.0,Piper — PA-18-150
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — T210
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 172M
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 152
Beech,1,VMC,,2.0,1.0,0.0,Beech — S35
Air Tractor,1,VMC,,1.0,0.0,0.0,Air Tractor — AT-301
Cessna,1,VMC,,1.0,1.0,0.0,Cessna — 177B
Cessna,1,VMC,,3.0,0.3333333333333333,0.0,Cessna — 172F
Cessna,1,VMC,,3.0,0.0,0.0,Cessna — 195
Piper,,,,4.0,1.0,1.0,Piper — PA42
Piper,1,VMC,,3.0,0.0,0.0,Piper — PA-28RT-201T
Piper,1,VMC,,4.0,0.0,0.0,Piper — PA-28R-201T
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 182N
Maule,1,VMC,,2.0,0.0,0.0,Maule — M-7-260
Cessna,1,VMC,,1.0,1.0,0.0,Cessna — 172R
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 172P
Air Tractor,1,VMC,,1.0,0.0,0.0,Air Tractor — AT-502B
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 207A
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — A188
Beech,1,VMC,,1.0,0.0,0.0,Beech — A36
Cessna,1,VMC,,2.0,1.0,0.0,Cessna — 177A
Boeing,,,,0.0,,,Boeing — 737
Champion,1,VMC,,1.0,1.0,0.0,Champion — 7GCBC
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — T210K
Mooney,1,VMC,,3.0,0.6666666666666666,0.0,Mooney — M20J
Piper,1,VMC,,2.0,0.0,0.0,Piper — PA-18-150
Airbus,2,VMC,,143.0,0.0,,Airbus — A319-112
Beech,2,,,1.0,0.0,0.0,Beech — C90
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 172R
Cessna,2,VMC,,5.0,0.8,0.0,Cessna — 401
Beech,1,VMC,,1.0,1.0,0.0,Beech — V35B
Boeing,1,VMC,,2.0,0.0,0.0,Boeing — A75N1(PT17)
Maule,1,VMC,,1.0,0.0,0.0,Maule — MX-7
Cessna,1,,,4.0,0.0,0.0,Cessna — 210
Champion,,VMC,,2.0,0.0,0.0,Champion — 7GC
Beech,2,VMC,,3.0,1.0,0.0,Beech — 3NM
Piper,1,VMC,,2.0,0.0,0.0,Piper — PA-12
Beech,1,VMC,,6.0,0.16666666666666666,0.0,Beech — A36TC
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 182S
Beech,2,VMC,,1.0,0.0,0.0,Beech — B90
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA-32-260
Stinson,1,VMC,,1.0,0.0,0.0,Stinson — SR-7B
Piper,1,VMC,,2.0,0.5,0.0,Piper — J3C-65
Maule,1,VMC,,2.0,0.5,0.0,Maule — M-7-420AC
Beech,1,VMC,,1.0,0.0,0.0,Beech — F33A
Cessna,,,,2.0,1.0,0.0,Cessna — T210M
Maule,1,VMC,,1.0,0.0,0.0,Maule — M-4-220C
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA-24-250
Piper,1,VMC,,2.0,0.0,0.0,Piper — PA-22-150
Bellanca,1,VMC,,2.0,0.0,0.0,Bellanca — 7GCAA
Taylorcraft,1,VMC,,2.0,1.0,0.0,Taylorcraft — BC12-D
Bellanca,1,VMC,,2.0,0.0,0.0,Bellanca — 8GCBC
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — A185F
Boeing,,,,0.0,,0.0,Boeing — MD83
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA46
Boeing,,,,0.0,,,Boeing — 737-800
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 195A
Mooney,1,VMC,,2.0,0.5,0.0,Mooney — M20C
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 170B
Piper,1,VMC,,2.0,0.0,0.0,Piper — PA-22-150
Air Tractor,1,VMC,,1.0,0.0,0.0,Air Tractor — AT-602
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA-28R-201
Cessna,1,,,1.0,1.0,0.0,Cessna — 182
Boeing,,,,0.0,,,Boeing — 737
Cessna,1,VMC,,4.0,0.0,0.0,Cessna — T210L
Piper,1,VMC,,4.0,0.75,0.0,Piper — PA-28-180
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 172R
Grumman,,VMC,,1.0,1.0,0.0,Grumman — G 164D
Cessna,1,VMC,,4.0,0.25,0.0,Cessna — T210L
Beech,1,VMC,,1.0,0.0,0.0,Beech — V35B
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 152
Cessna,1,VMC,,1.0,1.0,0.0,Cessna — P210N
Dehavilland,1,VMC,,5.0,0.0,0.0,Dehavilland — DHC-2 MK. I(L20A)
Piper,1,VMC,,3.0,0.0,0.0,Piper — PA-28-161
Air Tractor,1,VMC,,2.0,0.5,0.0,Air Tractor — AT-802A
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 150L
Rockwell International,1,VMC,,1.0,0.0,0.0,Rockwell International — S-2R
Beech,2,VMC,,2.0,0.0,0.0,Beech — 1900C
Rockwell International,1,VMC,,1.0,0.0,0.0,Rockwell International — S-2R
Cessna,1,VMC,,2.0,0.5,0.0,Cessna — 172N
Mooney,1,VMC,,2.0,0.5,0.0,Mooney — M20J
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 150F
Cessna,1,VMC,,4.0,1.0,0.0,Cessna — 182M
Cessna,1,VMC,,4.0,1.0,0.0,Cessna — 172S
Cessna,1,VMC,,1.0,1.0,0.0,Cessna — A188B
Piper,1,VMC,,3.0,0.6666666666666666,0.0,Piper — PA-22-150
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA-18A 150
Boeing,1,VMC,,2.0,0.0,0.0,Boeing — A75N1
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 172S
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 172S
Grumman Acft Eng Cor-Schweizer,1,VMC,,1.0,0.0,0.0,Grumman Acft Eng Cor-Schweizer — G-164A
Cessna,1,VMC,,3.0,1.0,0.0,Cessna — 172G
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 172
Beech,1,VMC,,1.0,0.0,0.0,Beech — B36TC
Cessna,1,VMC,,5.0,0.0,0.0,Cessna — 182
Airbus,2,,,91.0,0.0,0.0,Airbus — A321
Cessna,1,,,4.0,1.0,1.0,Cessna — 172M
Beech,1,VMC,,3.0,0.6666666666666666,1.0,Beech — V35B
North American,1,VMC,,2.0,0.5,0.0,North American — T-6G
Cessna,1,,,1.0,1.0,0.0,Cessna — 172
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 172P
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA-18-150
Cirrus,1,VMC,,4.0,1.0,0.0,Cirrus — SR20
Piper,1,VMC,,2.0,0.0,0.0,Piper — PA28R
Luscombe,1,VMC,,1.0,0.0,0.0,Luscombe — 8
Boeing,4,VMC,,24.0,0.0,0.0,Boeing — 747
Cessna,2,VMC,,1.0,0.0,0.0,Cessna — P337H
Boeing,,,,173.0,0.0,0.0,Boeing — 737
Boeing,,,,0.0,,0.0,Boeing — 727 - 221F
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 180
Cessna,1,,,4.0,0.25,0.0,Cessna — 182N
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — A185F
Grumman,1,VMC,,1.0,0.0,0.0,Grumman — G-164A
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 150G
Bellanca,1,VMC,,1.0,1.0,0.0,Bellanca — 8GCBC
Piper,1,VMC,,4.0,0.0,0.0,Piper — PA-28-181
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 170A
Cessna,1,,,1.0,1.0,0.0,Cessna — 182
Air Tractor,1,VMC,,1.0,0.0,0.0,Air Tractor — AT401
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA-22-135
Piper,2,,,6.0,0.0,0.0,Piper — PA23
Beech,1,VMC,,2.0,0.0,0.0,Beech — 35-A33
Cessna,1,,,1.0,0.0,0.0,Cessna — 182R
Cessna,1,VMC,,3.0,0.0,0.0,Cessna — 207A
Boeing,2,VMC,,186.0,0.005376344086021506,,Boeing — 757 2B7
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — U206G
Beech,1,VMC,,2.0,1.0,0.0,Beech — 77
Grumman,1,VMC,,1.0,0.0,0.0,Grumman — G164
Piper,1,VMC,,1.0,1.0,0.0,Piper — PA-28-140
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 120
Piper,2,VMC,,1.0,1.0,0.0,Piper — PA-31-325
Cessna,1,VMC,,1.0,1.0,0.0,Cessna — 150F
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — P210N
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 172S
Cessna,1,VMC,,3.0,0.3333333333333333,0.0,Cessna — 172B
Piper,1,IMC,,1.0,1.0,0.0,Piper — PA-32-300
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 150H
Luscombe,1,VMC,,2.0,0.0,0.0,Luscombe — 8E
Aeronca,1,VMC,,1.0,0.0,0.0,Aeronca — 7AC
Cessna,1,VMC,,3.0,0.0,0.0,Cessna — 172H
Ayres,1,VMC,,1.0,0.0,0.0,Ayres — S2R-G6
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 182A
North American,1,VMC,,1.0,0.0,0.0,North American — AT-6C
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA-38-112
Mooney,1,VMC,,2.0,0.0,0.0,Mooney — M20F
Cessna,1,VMC,,2.0,1.0,0.0,Cessna — 150M
Boeing,2,IMC,,81.0,0.0,,Boeing — 737-724
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — A185F
Piper,1,VMC,,1.0,1.0,0.0,Piper — PA-28-180
Dehavilland,1,VMC,,7.0,0.0,0.0,Dehavilland — DHC-2
Cessna,1,VMC,,3.0,0.0,0.0,Cessna — TP206A
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 150M
Cessna,2,VMC,,5.0,0.0,0.0,Cessna — 560
Cessna,1,VMC,,2.0,1.0,0.0,Cessna — 170
Air Tractor,1,VMC,,1.0,0.0,0.0,Air Tractor — AT-502
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 172K
Piper,1,VMC,,4.0,0.0,0.0,Piper — PA-28-181
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 172M
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 182H
Piper,1,VMC,,2.0,0.0,0.0,Piper — PA-18
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 172
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 152
Cessna,1,VMC,,3.0,0.3333333333333333,0.0,Cessna — 182P
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA-18-150
Airbus,2,VMC,,154.0,0.0,,Airbus — A320
Cirrus,1,VMC,,1.0,0.0,0.0,Cirrus — SR20
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 172S
Beech,2,VMC,,4.0,0.5,0.0,Beech — 400A
Boeing,,,,0.0,,0.0,Boeing — 747
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA-28R-200
Piper,1,VMC,,1.0,0.0,0.0,Piper — J3C-65
Boeing,1,VMC,,1.0,0.0,0.0,Boeing — A75N1(PT17)
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 170B
Cessna,1,VMC,,3.0,0.3333333333333333,0.0,Cessna — 195B
Piper,1,VMC,,2.0,0.0,0.0,Piper — PA-28-161
Grumman Acft Eng Cor-Schweizer,1,VMC,,1.0,0.0,0.0,Grumman Acft Eng Cor-Schweizer — G-164B
Boeing,,,,0.0,,0.0,Boeing — 767
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 180A
Airbus,2,,,0.0,,,Airbus — A320
Boeing,,,,0.0,,,Boeing — 737
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — R182
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 170B
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 150F
Cessna,1,VMC,,2.0,0.5,0.0,Cessna — 140A
Piper,1,VMC,,1.0,0.0,0.0,Piper — J3F-65
Raytheon Aircraft Company,2,VMC,,1.0,1.0,0.0,Raytheon Aircraft Company — C90GT
Piper,1,VMC,,1.0,0.0,0.0,Piper — J5A
Cessna,1,VMC,,3.0,0.0,0.0,Cessna — TR182
Beech,1,VMC,,1.0,0.0,0.0,Beech — A36
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA-46-310P
Cessna,1,VMC,,4.0,1.0,0.0,Cessna — 172
Luscombe,1,VMC,,2.0,0.0,0.0,Luscombe — 8A
Champion,1,VMC,,1.0,0.0,0.0,Champion — 7GCB
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — A150K
Cessna,1,VMC,,3.0,0.0,0.0,Cessna — 177
Mooney,1,VMC,,1.0,1.0,0.0,Mooney — M10
Dehavilland,1,VMC,,2.0,0.0,0.0,Dehavilland — TIGER MOTH DH 82A
Cessna,1,VMC,,1.0,1.0,0.0,Cessna — 182
Piper,1,VMC,,4.0,0.0,0.0,Piper — PA-28-235
Socata,1,IMC,,1.0,1.0,0.0,Socata — TB21
Piper,1,VMC,,4.0,0.0,0.0,Piper — PA-32-300
Stinson,1,VMC,,2.0,0.0,0.0,Stinson — 108-2
Boeing,1,VMC,,1.0,1.0,0.0,Boeing — B75N1
Piper,1,VMC,,2.0,0.0,0.0,Piper — PA-28-161
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 172S
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 172M
Taylorcraft,1,VMC,,2.0,0.0,0.0,Taylorcraft — BC12-D
Beech,1,VMC,,3.0,0.0,0.0,Beech — A36
Piper,2,VMC,,2.0,0.0,0.0,Piper — PA-23
Aviat,1,VMC,,2.0,0.5,0.0,Aviat — A-1C-180
Mooney,1,VMC,,2.0,0.5,0.0,Mooney — M20J
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 182A
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA-32-301
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 182K
Piper,1,VMC,,4.0,0.0,0.0,Piper — PA-28-140
Piper,2,VMC,,1.0,1.0,0.0,Piper — PA-31P
Stinson,1,VMC,,4.0,0.75,0.0,Stinson — 108
Cessna,1,VMC,,1.0,1.0,0.0,Cessna — 172S
Dehavilland,1,VMC,,1.0,0.0,0.0,Dehavilland — BEAVER DHC-2 MK.1
Taylorcraft,1,VMC,,1.0,1.0,0.0,Taylorcraft — BC12-D
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA-24
Beech,2,VMC,,2.0,0.0,0.0,Beech — 58
Cessna,1,VMC,,2.0,0.5,0.0,Cessna — 172M
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — R172K
Cessna,1,VMC,,2.0,1.0,0.0,Cessna — 210-5
Dehavilland,1,VMC,,6.0,0.0,0.0,Dehavilland — BEAVER DHC-2
Boeing,,,,0.0,,,Boeing — 777
Boeing,2,,,0.0,,,Boeing — 767-323
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA-18A 150
Piper,1,VMC,,2.0,0.0,0.0,Piper — PA-22-160
Piper,1,VMC,,2.0,0.0,0.0,Piper — PA-12
Piper,1,VMC,,2.0,0.5,0.0,Piper — PA-18-180
Cessna,1,VMC,,3.0,0.0,0.0,Cessna — 172K
Airbus,,,,27.0,0.0,,Airbus — A319
Boeing,,,,86.0,0.0,,Boeing — 737
Piper,1,VMC,,2.0,1.0,0.0,Piper — PA-28RT-201
Boeing,,,,194.0,0.0,,Boeing — 747-400
Boeing,2,,,256.0,0.01171875,,Boeing — 777-222
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 207A
Bellanca,1,VMC,,1.0,0.0,0.0,Bellanca — 17-30
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — T182T
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA-18-150
Bellanca,1,VMC,,1.0,0.0,0.0,Bellanca — 7GCBC
Piper,1,VMC,,2.0,0.0,0.0,Piper — PA-12
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA-46-350P
Beech,2,VMC,,1.0,1.0,1.0,Beech — E90
Grumman,1,VMC,,1.0,0.0,0.0,Grumman — G-164A
Piper,1,VMC,,3.0,1.0,0.0,Piper — PA-32R-300
Bellanca,1,VMC,,2.0,0.5,0.0,Bellanca — 7GCAA
Dehavilland,1,VMC,,8.0,0.0,0.0,Dehavilland — DHC-2
Mooney,1,VMC,,2.0,0.5,0.0,Mooney — M20L
Piper,2,IMC,,3.0,0.0,0.0,Piper — PA-42
Boeing,4,,,0.0,,,Boeing — 747
Cessna,1,VMC,,2.0,0.5,0.0,Cessna — 190
Bellanca,1,VMC,,1.0,0.0,0.0,Bellanca — 7KCAB
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 172S
Beech,1,VMC,,2.0,0.0,0.0,Beech — A36
Cessna,1,VMC,,4.0,0.25,0.0,Cessna — 208
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — A188B
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA-28-236
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 172S
Beech,2,VMC,,3.0,0.0,0.0,Beech — 58
Piper,1,,,1.0,1.0,0.0,Piper — PA36
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 177
Maule,1,VMC,,2.0,0.0,0.0,Maule — M-4
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 172M
Cirrus,1,IMC,,1.0,1.0,0.0,Cirrus — SR20
Cessna,1,VMC,,5.0,1.0,0.0,Cessna — U206G
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA-18-150
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 170
Piper,1,VMC,,2.0,0.5,0.0,Piper — PA-28-140
Piper,2,,,1.0,1.0,0.0,Piper — PA34
Piper,,VMC,,3.0,1.0,0.0,Piper — PA-30
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA-25-235
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — T210L
Grumman Acft Eng Cor-Schweizer,1,VMC,,1.0,1.0,0.0,Grumman Acft Eng Cor-Schweizer — G-164A
Piper,1,IMC,,2.0,0.5,0.0,Piper — PA-32-300
Cirrus,1,IMC,,2.0,1.0,0.0,Cirrus — SR22
Aeronca,1,VMC,,1.0,1.0,0.0,Aeronca — 7CCM
Piper,1,VMC,,2.0,0.0,0.0,Piper — PA-18-150
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 195B
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA-18-150
Piper,2,VMC,,2.0,0.0,0.0,Piper — PA-44-180
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 177B
Socata,1,VMC,,2.0,0.0,,Socata — TB10
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA-18-150
Beech,1,VMC,,2.0,1.0,0.0,Beech — A23
Beech,1,IMC,,2.0,1.0,1.0,Beech — B36TC
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 172N
Cessna,1,VMC,,1.0,1.0,0.0,Cessna — T206H
Piper,1,VMC,,2.0,0.0,0.0,Piper — PA32-301FT
Air Tractor,1,,,1.0,0.0,0.0,Air Tractor — AT802
Air Tractor,1,VMC,,1.0,1.0,0.0,Air Tractor — AT-402B
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 175A
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA-46
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA-18-150
Air Tractor,1,VMC,,1.0,0.0,0.0,Air Tractor — AT-502B
Piper,1,VMC,,1.0,1.0,0.0,Piper — PA-18-150
Cessna,1,VMC,,1.0,0.0,0.0,Cessna — 172P
Boeing,,,,120.0,0.0,0.0,Boeing — 737
Piper,1,VMC,,2.0,1.0,1.0,Piper — PA-32R-301
Piper,1,VMC,,1.0,1.0,0.0,Piper — PA-18-150
Cessna,1,VMC,,3.0,1.0,0.0,Cessna — T210M
Bombardier Inc,2,VMC,,57.0,0.0,,Bombardier Inc — CL-600-2C10
Mooney,1,VMC,,2.0,0.0,0.0,Mooney — M20E
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — T210M
Bellanca,1,VMC,,2.0,0.5,0.0,Bellanca — 7GCBC
Piper,1,VMC,,3.0,0.0,0.0,Piper — PA-32S-300
Piper,1,VMC,,2.0,0.5,0.0,Piper — PA-28-180
Piper,1,VMC,,1.0,0.0,0.0,Piper — PA-11
Grumman,1,VMC,,1.0,0.0,0.0,Grumman — G-164A
Cessna,1,VMC,,2.0,0.0,0.0,Cessna — 182P
